,M,T,W,R,F,Tmax,Tmin,FeelsLike,Precipitation,WindSpeed,CloudCover,RelativeHumidity,Demand
6943,0,0,0,1,0,44.1,33.0,27.9,0.0,8.4,32.9,39.8,275.0
6944,0,0,0,0,1,47.7,31.9,32.6,0.0,10.9,38.1,37.85,880.0
6945,1,0,0,0,0,52.2,21.8,33.8,0.0,13.1,18.4,43.58,879.0
6946,0,1,0,0,0,60.4,22.2,49.0,0.0,8.7,19.0,38.95,326.0
6947,0,0,1,0,0,64.5,26.9,44.8,0.0,11.5,39.7,44.39,845.0
6948,0,0,0,1,0,71.6,31.2,29.3,0.0,9.0,32.6,45.44,271.0
6949,0,0,0,0,1,70.7,40.2,55.6,0.0,17.9,44.1,49.65,862.0
6950,1,0,0,0,0,63.3,45.1,54.1,0.13,4.8,88.1,78.53,966.0
6951,0,1,0,0,0,63.6,45.0,42.0,0.01,5.5,90.1,61.37,316.0
6952,0,0,1,0,0,60.3,36.4,48.4,0.04,5.6,60.1,50.99,930.0
6953,0,0,0,1,0,64.8,46.3,44.1,0.05,12.0,93.3,51.23,263.0
6954,0,0,0,0,1,65.2,43.3,39.7,0.08,12.6,91.4,74.01,819.0
6955,1,0,0,0,0,71.1,50.4,60.6,0.17,8.5,86.0,73.66,928.0
6956,0,1,0,0,0,68.8,51.7,59.4,1.03,12.3,89.8,81.5,253.0
6957,0,0,1,0,0,52.7,42.7,39.9,0.35,15.9,83.1,72.97,833.0
6958,0,0,0,1,0,61.0,29.9,26.5,0.0,10.5,8.4,43.28,298.0
6959,0,0,0,0,1,65.3,34.3,35.9,0.0,11.3,10.1,40.19,874.0
6960,1,0,0,0,0,69.2,37.2,35.3,0.0,8.7,24.9,41.43,935.0
6961,0,1,0,0,0,66.5,45.8,45.1,0.0,13.1,74.5,60.11,270.0
6962,0,0,1,0,0,74.9,57.1,64.7,0.05,13.7,81.4,60.08,923.0
6963,0,0,0,1,0,65.1,51.9,58.4,1.27,8.8,84.5,85.4,260.0
6964,0,0,0,0,1,72.4,52.5,64.4,0.15,13.0,62.1,61.56,972.0
6965,1,0,0,0,0,58.9,42.2,46.2,1.3,18.1,60.8,84.72,766.0
6966,0,1,0,0,0,65.3,48.5,43.5,1.15,18.9,89.7,79.62,238.0
6967,0,0,1,0,0,61.3,32.0,35.6,0.0,13.1,10.0,50.34,864.0
6968,0,0,0,1,0,73.4,36.1,55.4,0.0,12.1,19.1,53.55,321.0
6969,0,0,0,0,1,64.1,40.6,35.8,0.97,14.0,86.6,82.49,792.0
6970,1,0,0,0,0,39.4,31.5,22.8,0.04,15.9,89.7,65.15,866.0
6971,0,1,0,0,0,46.1,27.6,20.2,0.0,13.2,35.8,39.09,268.0
6972,0,0,1,0,0,58.6,23.4,41.4,0.0,7.0,5.2,47.95,1012.0
6973,0,0,0,1,0,68.4,31.6,49.4,0.0,11.2,1.2,49.91,290.0
6974,0,0,0,0,1,73.4,37.5,54.6,0.0,7.9,13.4,53.17,953.0
6975,1,0,0,0,0,75.2,40.1,58.0,0.0,12.5,18.0,56.83,983.0
6976,0,1,0,0,0,80.0,43.9,79.0,0.0,4.9,28.9,57.6,340.0
6977,0,0,1,0,0,75.2,50.5,62.1,0.11,12.7,58.4,64.26,888.0
6978,0,0,0,1,0,78.6,53.5,65.0,0.07,13.5,42.8,58.2,278.0
6979,0,0,0,0,1,71.2,52.8,61.3,0.28,13.5,65.0,77.18,869.0
6980,1,0,0,0,0,67.5,53.4,59.3,0.02,20.4,52.0,63.09,888.0
6981,0,1,0,0,0,74.1,41.0,42.3,0.0,20.0,1.8,46.99,250.0
6982,0,0,1,0,0,66.7,45.4,57.0,0.01,5.6,47.5,61.05,963.0
6983,0,0,0,1,0,75.6,46.8,60.1,0.13,14.2,58.6,66.72,267.0
6984,0,0,0,0,1,61.0,46.2,42.7,0.02,17.2,68.5,59.96,810.0
6985,1,0,0,0,0,62.1,31.8,44.9,0.0,9.1,35.2,56.66,937.0
6986,0,1,0,0,0,59.4,38.9,50.2,0.0,8.6,88.3,62.22,276.0
6987,0,0,1,0,0,64.0,46.1,46.2,0.0,7.6,87.2,53.36,897.0
6988,0,0,0,1,0,63.3,46.4,46.1,0.02,10.8,70.6,54.53,271.0
6989,0,0,0,0,1,72.8,38.5,55.9,0.0,14.8,31.3,56.9,913.0
6990,1,0,0,0,0,55.7,34.4,30.7,0.03,15.8,82.2,59.03,816.0
6991,0,1,0,0,0,53.6,25.8,31.1,0.0,14.3,23.2,55.61,283.0
6992,0,0,1,0,0,57.3,28.8,44.1,0.0,10.6,36.8,58.16,926.0
6993,0,0,0,1,0,57.4,44.0,43.8,0.76,8.5,57.8,80.51,274.0
6994,0,0,0,0,1,63.2,47.7,48.3,0.04,10.7,51.4,69.64,921.0
6995,1,0,0,0,0,77.3,37.8,47.7,0.0,5.3,12.9,58.33,1011.0
6996,0,1,0,0,0,81.6,47.9,80.6,0.0,9.1,23.5,58.97,313.0
6997,0,0,1,0,0,81.2,58.7,81.4,0.0,14.6,73.3,65.66,967.0
6998,0,0,0,1,0,77.7,58.8,68.6,0.03,18.1,83.9,72.42,261.0
6999,0,0,0,0,1,72.7,51.0,63.4,0.09,17.6,40.5,55.24,849.0
7000,1,0,0,0,0,86.5,66.4,88.9,0.0,6.4,57.1,77.67,1068.0
7001,0,1,0,0,0,87.8,66.8,89.2,0.0,10.4,41.4,74.5,321.0
7002,0,0,1,0,0,89.0,65.6,91.5,0.0,6.9,39.4,76.62,1070.0
7003,0,0,0,1,0,86.9,66.8,91.1,0.0,10.4,52.0,80.55,296.0
7004,0,0,0,0,1,85.4,68.2,90.3,0.42,6.5,49.8,82.33,1012.0
7005,1,0,0,0,0,82.6,70.2,85.9,0.58,12.8,67.5,83.84,975.0
7006,0,1,0,0,0,82.3,69.6,83.7,0.0,5.5,67.4,80.26,327.0
7007,0,0,1,0,0,82.6,69.7,86.3,0.25,4.6,71.3,86.65,1015.0
7008,0,0,0,1,0,82.8,70.1,87.7,0.29,5.3,60.9,87.33,327.0
7009,0,0,0,0,1,86.8,70.4,92.4,0.14,14.2,55.2,85.54,965.0
7010,1,0,0,0,0,86.9,68.9,90.6,0.02,18.8,61.1,84.03,938.0
7011,0,1,0,0,0,85.1,69.5,86.7,0.15,12.1,59.4,79.68,326.0
7012,0,0,1,0,0,79.2,58.0,68.6,0.0,6.9,36.3,69.77,1000.0
7013,0,0,0,1,0,81.8,53.0,80.7,0.0,4.0,10.1,72.15,344.0
7014,0,0,0,0,1,83.0,56.4,82.4,0.0,7.0,10.5,74.34,1035.0
7015,1,0,0,0,0,86.7,58.2,86.1,0.0,6.6,14.9,71.69,1049.0
7016,0,1,0,0,0,84.5,62.0,85.7,0.01,8.2,51.7,75.74,374.0
7017,0,0,1,0,0,86.6,63.3,89.2,0.01,5.5,37.0,78.45,1089.0
7018,0,0,0,1,0,89.5,65.1,92.8,0.15,6.8,36.6,79.7,322.0
7019,0,0,0,0,1,83.1,69.5,86.1,0.19,10.8,55.5,79.56,1064.0
7020,1,0,0,0,0,85.2,68.0,87.4,0.32,6.5,68.4,80.32,1043.0
7021,0,1,0,0,0,81.1,64.9,82.8,0.03,8.4,57.1,80.47,337.0
7022,0,0,1,0,0,78.1,60.6,67.9,0.0,11.5,40.7,74.9,957.0
7023,0,0,0,1,0,79.3,55.4,66.4,0.0,6.6,31.6,75.1,317.0
7024,0,0,0,0,1,69.4,62.9,65.8,0.84,5.9,64.2,91.18,873.0
7025,1,0,0,0,0,71.8,55.7,64.6,0.0,9.6,67.7,80.41,932.0
7026,0,1,0,0,0,69.3,52.2,59.4,0.0,6.6,66.6,79.17,339.0
7027,0,0,1,0,0,71.0,45.6,44.4,0.0,7.6,1.8,62.16,1028.0
7028,0,0,0,1,0,71.0,44.2,43.3,0.0,7.8,0.3,59.39,315.0
7029,0,0,0,0,1,70.4,42.2,55.7,0.0,7.3,28.4,71.91,1003.0
7030,1,0,0,0,0,68.7,50.9,58.5,0.0,4.2,69.3,79.99,963.0
7031,0,1,0,0,0,63.3,57.4,59.7,0.34,6.0,78.2,91.53,301.0
7032,0,0,1,0,0,64.4,58.6,61.2,1.42,7.1,78.9,95.67,843.0
7033,0,0,0,1,0,73.5,59.4,65.6,0.0,4.8,80.9,86.92,282.0
7034,0,0,0,0,1,76.3,60.7,66.8,0.0,3.5,71.7,84.93,1016.0
7035,1,0,0,0,0,79.6,61.2,69.4,0.2,8.8,57.8,78.99,1003.0
7036,0,1,0,0,0,66.6,52.8,56.4,0.96,9.7,72.5,93.81,251.0
7037,0,0,1,0,0,67.5,45.5,46.1,0.0,13.8,34.0,77.69,918.0
7038,0,0,0,1,0,69.8,46.5,56.9,0.0,10.9,34.1,76.25,331.0
7039,0,0,0,0,1,62.0,40.1,46.2,0.0,5.4,32.5,75.35,1012.0
7040,1,0,0,0,0,66.9,39.7,47.5,0.0,6.4,19.6,74.43,965.0
7041,0,1,0,0,0,68.8,42.5,41.8,0.0,10.6,20.1,77.16,285.0
7042,0,0,1,0,0,67.6,47.8,55.8,0.0,6.6,39.1,76.45,956.0
7043,0,0,0,1,0,73.7,43.1,56.6,0.0,10.9,10.7,78.68,311.0
7044,0,0,0,0,1,75.2,47.6,59.9,0.0,12.2,23.0,79.47,946.0
7045,1,0,0,0,0,79.3,49.6,62.8,0.0,5.8,32.8,79.28,990.0
7046,0,1,0,0,0,72.1,54.9,62.7,0.0,6.8,67.7,81.04,313.0
7047,0,0,1,0,0,64.5,60.0,62.4,0.89,6.3,89.0,95.03,913.0
7048,0,0,0,1,0,72.7,63.0,66.8,0.92,9.0,90.9,86.88,294.0
7049,0,0,0,0,1,72.8,60.9,65.8,0.01,6.9,86.1,88.98,967.0
7050,1,0,0,0,0,69.0,47.6,61.5,0.06,8.7,60.7,78.48,1010.0
7051,0,1,0,0,0,75.5,42.2,55.3,0.0,3.6,11.3,71.69,302.0
7052,0,0,1,0,0,76.5,44.6,59.7,0.0,12.5,27.7,75.59,929.0
7053,0,0,0,1,0,62.5,43.0,49.5,0.04,8.6,76.9,67.46,298.0
7054,0,0,0,0,1,60.9,34.6,31.9,0.0,4.3,21.5,65.24,978.0
7055,1,0,0,0,0,68.7,37.0,40.1,0.0,4.9,8.6,64.34,1007.0
7056,0,1,0,0,0,73.5,44.0,43.0,0.0,5.9,21.1,72.04,327.0
7057,0,0,1,0,0,76.6,48.0,47.8,0.0,3.4,10.8,78.25,1072.0
7058,0,0,0,1,0,78.5,48.4,61.6,0.0,5.6,10.5,76.39,320.0
7059,0,0,0,0,1,81.2,51.4,80.5,0.0,4.1,21.0,76.26,1084.0
7060,1,0,0,0,0,79.5,51.3,63.8,0.01,7.6,31.9,77.46,946.0
7061,0,1,0,0,0,72.5,56.1,63.8,0.07,5.3,76.4,85.36,372.0
7062,0,0,1,0,0,74.7,57.9,65.3,0.04,6.9,72.1,80.72,970.0
7063,0,0,0,1,0,74.0,56.7,64.2,0.0,7.7,81.0,79.32,328.0
7064,0,0,0,0,1,73.7,56.6,65.1,0.0,8.4,74.4,78.84,930.0
7065,1,0,0,0,0,66.8,54.6,61.4,0.48,3.9,83.2,93.39,951.0
7066,0,1,0,0,0,77.7,63.9,68.1,1.32,16.2,88.4,85.85,229.0
7067,0,0,1,0,0,60.8,43.6,42.1,0.14,19.0,87.5,69.61,751.0
7068,0,0,0,1,0,61.1,33.8,43.2,0.0,6.6,19.8,69.04,296.0
7069,0,0,0,0,1,63.1,43.6,34.9,0.03,21.5,69.5,63.81,775.0
7070,1,0,0,0,0,48.1,30.4,24.0,0.0,16.6,21.0,47.07,832.0
7071,0,1,0,0,0,58.5,27.3,34.6,0.0,6.6,0.8,59.89,314.0
7072,0,0,1,0,0,69.3,32.2,49.1,0.0,6.5,0.0,62.21,963.0
7073,0,0,0,1,0,66.7,36.4,49.5,0.0,6.7,22.3,64.89,299.0
7074,0,0,0,0,1,72.2,38.8,52.5,0.0,3.2,26.1,66.0,1006.0
7075,1,0,0,0,0,76.0,39.4,55.2,0.0,2.3,0.0,72.31,999.0
7076,0,1,0,0,0,76.9,45.9,47.1,0.0,7.4,23.2,73.85,317.0
7077,0,0,1,0,0,77.3,50.8,62.8,0.0,8.9,17.8,69.45,988.0
7078,0,0,0,1,0,76.7,51.5,64.5,0.03,10.1,43.8,73.69,298.0
7079,0,0,0,0,1,75.4,64.0,68.3,1.03,6.7,94.0,88.95,918.0
7080,1,0,0,0,0,64.0,55.3,60.1,0.87,8.9,95.3,87.7,804.0
7081,0,1,0,0,0,65.0,44.4,46.3,0.01,12.1,60.4,69.56,270.0
7082,0,0,1,0,0,66.9,37.0,46.7,0.0,4.6,49.1,68.85,962.0
7083,0,0,0,1,0,70.6,48.5,44.9,0.04,24.5,46.8,60.03,250.0
7084,0,0,0,0,1,54.9,32.1,34.2,0.0,14.0,0.1,53.83,910.0
7085,1,0,0,0,0,50.9,30.2,27.5,0.0,15.2,13.3,53.77,886.0
7086,0,1,0,0,0,47.1,26.9,26.2,0.0,6.4,2.6,55.07,287.0
7087,0,0,1,0,0,62.5,28.6,25.8,0.0,5.2,0.6,55.39,987.0
7088,0,0,0,1,0,63.0,30.5,43.8,0.0,12.4,1.6,70.37,264.0
7089,0,0,0,0,1,65.2,34.3,46.9,0.0,2.3,30.8,77.87,1008.0
7090,1,0,0,0,0,64.6,40.4,51.6,0.0,11.9,65.6,75.45,886.0
7091,0,1,0,0,0,55.1,33.6,35.7,0.24,11.5,59.6,70.53,262.0
7092,0,0,1,0,0,56.9,29.5,38.7,0.0,5.7,44.0,69.04,925.0
7093,0,0,0,1,0,65.7,38.5,35.5,0.01,13.2,78.3,64.17,263.0
7094,0,0,0,0,1,65.6,43.3,57.1,0.01,12.4,52.4,74.66,884.0
7095,1,0,0,0,0,59.8,35.7,46.1,0.0,8.8,47.2,80.61,937.0
7096,0,1,0,0,0,59.3,38.8,39.1,0.0,6.8,40.7,70.48,296.0
7097,0,0,1,0,0,57.6,32.4,44.3,0.01,5.1,51.7,74.01,930.0
7098,0,0,0,1,0,49.4,33.0,24.0,0.39,16.1,98.4,90.69,266.0
7099,0,0,0,0,1,32.6,28.4,17.8,0.07,14.8,99.4,81.03,773.0
7100,1,0,0,0,0,40.4,24.1,16.6,0.0,10.4,42.7,72.39,891.0
7101,0,1,0,0,0,52.7,20.5,28.5,0.0,4.2,37.7,71.11,289.0
7102,0,0,1,0,0,47.4,37.8,36.6,0.54,7.3,93.4,78.45,896.0
7103,0,0,0,1,0,45.8,30.9,31.8,0.03,13.5,79.8,77.45,263.0
7104,0,0,0,0,1,49.7,26.2,46.1,0.0,4.9,43.2,85.57,933.0
7105,1,0,0,0,0,39.4,31.5,23.9,0.15,11.7,98.0,83.15,809.0
7106,0,1,0,0,0,35.3,27.1,21.3,0.0,8.8,75.8,62.08,293.0
7107,0,0,1,0,0,48.5,23.2,29.0,0.0,12.7,48.4,79.0,892.0
7108,0,0,0,1,0,59.7,27.5,38.3,0.0,3.6,39.5,77.97,308.0
7109,0,0,0,0,1,62.8,31.1,44.5,0.0,5.4,31.6,71.69,961.0
7110,1,0,0,0,0,65.7,39.3,37.3,0.02,12.6,79.9,71.59,866.0
7111,0,1,0,0,0,59.1,42.9,43.7,0.02,11.0,66.4,83.36,312.0
7112,0,0,1,0,0,45.1,36.8,33.1,1.0,11.9,97.1,85.56,804.0
7113,0,0,0,1,0,47.9,27.8,24.8,0.0,6.0,42.5,70.0,281.0
7114,0,0,0,0,1,43.4,34.1,28.2,0.3,7.1,87.3,84.11,853.0
7115,1,0,0,0,0,40.6,32.9,25.5,0.02,10.3,100.0,83.25,800.0
7116,0,1,0,0,0,34.6,25.7,22.7,0.0,9.6,89.5,76.21,302.0
7117,0,0,1,0,0,46.0,22.1,23.0,0.0,4.4,60.9,75.94,885.0
7118,0,0,0,1,0,47.7,34.0,35.2,0.0,5.4,97.6,74.48,314.0
7119,0,0,0,0,1,50.7,36.4,32.3,0.04,15.9,64.5,78.16,828.0
7120,1,0,0,0,0,48.2,30.0,32.0,0.0,15.1,10.1,56.57,904.0
7121,0,1,0,0,0,56.9,26.5,34.9,0.0,11.4,39.8,59.71,292.0
7122,0,0,1,0,0,55.1,28.3,18.5,1.32,23.3,94.5,82.16,688.0
7123,0,0,0,1,0,26.4,14.8,3.9,0.05,16.5,87.6,75.42,232.0
7124,0,0,0,0,1,28.0,8.2,-1.6,0.02,9.8,22.8,76.62,924.0
7125,1,0,0,0,0,45.4,14.1,27.8,0.0,3.6,31.9,78.99,991.0
7126,0,1,0,0,0,41.9,28.3,26.7,0.0,3.3,88.5,88.64,274.0
7127,0,0,1,0,0,49.0,28.8,35.9,0.0,4.4,39.1,78.34,989.0
7128,0,0,0,1,0,55.6,34.4,30.7,0.0,12.0,58.1,67.86,285.0
7129,0,0,0,0,1,54.5,37.1,46.0,0.06,3.4,76.8,91.88,942.0
7130,1,0,0,0,0,59.6,44.0,45.5,0.57,10.4,81.5,87.51,883.0
7131,0,1,0,0,0,60.6,43.0,50.9,0.0,5.8,79.2,80.25,279.0
7132,0,0,1,0,0,48.2,38.8,32.9,0.02,12.2,99.0,83.66,820.0
7133,0,0,0,1,0,45.1,34.6,31.7,0.01,8.1,73.3,76.12,294.0
7134,0,0,0,0,1,43.4,35.3,30.9,0.12,13.8,98.9,82.94,820.0
7135,1,0,0,0,0,36.8,34.0,29.5,0.0,6.5,99.7,71.84,887.0
7136,0,1,0,0,0,41.5,32.3,26.5,0.0,6.1,83.9,71.17,274.0
7137,0,0,1,0,0,37.9,34.1,28.4,0.61,6.4,98.8,86.43,828.0
7138,0,0,0,1,0,34.1,29.6,26.0,0.0,6.8,99.7,71.5,271.0
7139,0,0,0,0,1,38.5,27.8,32.3,0.0,2.5,46.3,72.34,960.0
7140,1,0,0,0,0,37.5,28.0,33.4,0.19,3.0,85.8,91.22,905.0
7141,0,1,0,0,0,40.1,28.7,33.4,0.0,6.2,76.6,87.6,297.0
7142,0,0,1,0,0,40.1,27.3,36.2,0.0,3.9,43.6,78.45,954.0
7143,0,0,0,1,0,43.0,23.9,40.1,0.0,3.4,37.3,80.91,320.0
7144,0,0,0,0,1,40.1,30.5,28.1,0.06,9.3,68.6,79.9,917.0
7145,1,0,0,0,0,33.8,30.2,23.3,0.07,14.3,97.4,78.38,809.0
7146,0,1,0,0,0,39.4,32.9,24.3,0.0,11.2,99.9,70.76,271.0
7147,0,0,1,0,0,37.1,27.7,26.6,0.0,12.0,90.4,74.74,875.0
7148,0,0,0,1,0,43.5,27.0,31.0,0.0,6.2,73.3,72.1,273.0
7149,0,0,0,0,1,42.5,30.9,28.7,0.0,14.6,47.3,55.45,853.0
7150,1,0,0,0,0,40.9,30.6,30.0,0.18,6.8,93.7,87.59,939.0
7151,0,1,0,0,0,45.8,33.2,28.9,0.0,9.6,49.9,73.69,282.0
7152,0,0,1,0,0,39.0,25.6,25.9,0.0,4.7,3.9,49.79,943.0
7153,0,0,0,1,0,44.7,26.1,25.2,0.19,3.8,85.7,53.51,256.0
7154,0,0,0,0,1,51.4,37.3,42.5,1.6,4.7,99.5,95.47,800.0
7155,1,0,0,0,0,61.2,41.2,43.7,0.5,15.0,60.0,77.13,838.0
7156,0,1,0,0,0,52.8,36.3,29.0,0.18,13.2,71.4,73.43,256.0
7157,0,0,1,0,0,35.2,22.1,14.9,0.04,11.8,72.0,67.64,858.0
7158,0,0,0,1,0,33.7,20.4,14.6,0.0,5.7,29.0,61.8,328.0
7159,0,0,0,0,1,42.5,22.4,31.1,0.35,6.0,58.4,70.47,877.0
7160,1,0,0,0,0,46.9,36.8,33.6,0.32,6.3,95.7,87.2,849.0
7161,0,1,0,0,0,39.8,28.2,20.6,0.14,10.2,99.6,86.54,270.0
7162,0,0,1,0,0,30.7,26.6,17.1,0.03,11.5,82.1,70.13,838.0
7163,0,0,0,1,0,34.8,22.7,17.4,0.0,9.8,30.6,61.26,279.0
7164,0,0,0,0,1,43.9,20.2,27.9,0.17,5.8,74.0,67.79,883.0
7165,1,0,0,0,0,43.4,29.2,30.1,0.16,16.5,66.1,66.66,767.0
7166,0,1,0,0,0,44.3,24.4,31.1,0.05,9.7,60.9,64.44,282.0
7167,0,0,1,0,0,37.8,26.0,28.1,0.26,7.9,72.4,83.96,910.0
7168,0,0,0,1,0,50.7,23.0,20.6,0.0,3.9,12.6,66.07,317.0
7169,0,0,0,0,1,52.4,34.4,31.8,0.01,3.3,77.7,80.26,911.0
7170,1,0,0,0,0,60.3,39.8,38.9,0.0,6.3,82.9,73.89,901.0
7171,0,1,0,0,0,46.1,41.4,37.9,0.77,6.0,93.7,91.97,265.0
7172,0,0,1,0,0,43.3,39.3,33.9,0.31,7.7,100.0,90.88,847.0
7173,0,0,0,1,0,44.2,38.5,35.5,0.75,4.9,98.5,92.97,243.0
7174,0,0,0,0,1,43.3,37.9,34.7,0.0,5.8,96.6,86.97,917.0
7175,1,0,0,0,0,54.3,36.2,35.0,0.28,9.4,91.9,85.59,868.0
7176,0,1,0,0,0,48.9,22.8,15.7,0.02,17.1,99.3,79.2,267.0
7177,0,0,1,0,0,45.7,22.4,16.4,0.17,7.4,59.6,62.17,869.0
7178,0,0,0,1,0,43.5,33.4,29.3,1.16,5.9,97.8,89.88,269.0
7179,0,0,0,0,1,39.9,27.8,22.0,0.03,8.3,86.9,81.15,861.0
7180,1,0,0,0,0,38.6,22.8,14.9,0.0,9.9,39.1,65.29,908.0
7181,0,1,0,0,0,50.0,22.1,21.1,0.0,8.4,26.7,54.26,291.0
7182,0,0,1,0,0,49.4,38.3,34.2,0.59,11.3,68.4,64.99,864.0
7183,0,0,0,1,0,58.2,30.9,31.3,0.0,15.0,2.8,57.78,306.0
7184,0,0,0,0,1,66.0,32.9,42.9,0.0,14.1,21.0,52.38,891.0
7185,1,0,0,0,0,58.4,44.2,42.9,0.0,5.4,44.7,43.03,950.0
7186,0,1,0,0,0,48.9,42.9,38.3,0.81,9.1,91.1,67.75,266.0
7187,0,0,1,0,0,52.9,42.6,39.2,0.48,6.0,99.0,94.19,884.0
7188,0,0,0,1,0,71.6,52.0,62.1,0.23,14.6,89.5,78.1,283.0
7189,0,0,0,0,1,60.4,39.2,34.4,0.86,11.0,88.6,68.32,831.0
7190,1,0,0,0,0,46.5,32.7,29.9,0.0,6.4,52.3,50.08,964.0
7191,0,1,0,0,0,54.3,29.8,35.9,0.0,7.5,3.7,53.41,290.0
7192,0,0,1,0,0,58.4,31.7,36.7,0.0,12.6,8.5,47.27,890.0
7193,0,0,0,1,0,44.1,33.0,27.9,0.0,8.4,32.9,39.8,287.0
7194,0,0,0,0,1,47.7,31.9,32.6,0.0,10.9,38.1,37.85,843.0
7195,1,0,0,0,0,52.2,21.8,33.8,0.0,13.1,18.4,43.58,889.0
7196,0,1,0,0,0,60.4,22.2,49.0,0.0,8.7,19.0,38.95,298.0
7197,0,0,1,0,0,64.5,26.9,44.8,0.0,11.5,39.7,44.39,916.0
7198,0,0,0,1,0,71.6,31.2,29.3,0.0,9.0,32.6,45.44,270.0
7199,0,0,0,0,1,70.7,40.2,55.6,0.0,17.9,44.1,49.65,863.0
7200,1,0,0,0,0,63.3,45.1,54.1,0.13,4.8,88.1,78.53,923.0
7201,0,1,0,0,0,63.6,45.0,42.0,0.01,5.5,90.1,61.37,278.0
7202,0,0,1,0,0,60.3,36.4,48.4,0.04,5.6,60.1,50.99,948.0
7203,0,0,0,1,0,64.8,46.3,44.1,0.05,12.0,93.3,51.23,273.0
7204,0,0,0,0,1,65.2,43.3,39.7,0.08,12.6,91.4,74.01,871.0
7205,1,0,0,0,0,71.1,50.4,60.6,0.17,8.5,86.0,73.66,931.0
7206,0,1,0,0,0,68.8,51.7,59.4,1.03,12.3,89.8,81.5,244.0
7207,0,0,1,0,0,52.7,42.7,39.9,0.35,15.9,83.1,72.97,799.0
7208,0,0,0,1,0,61.0,29.9,26.5,0.0,10.5,8.4,43.28,307.0
7209,0,0,0,0,1,65.3,34.3,35.9,0.0,11.3,10.1,40.19,912.0
7210,1,0,0,0,0,69.2,37.2,35.3,0.0,8.7,24.9,41.43,910.0
7211,0,1,0,0,0,66.5,45.8,45.1,0.0,13.1,74.5,60.11,286.0
7212,0,0,1,0,0,74.9,57.1,64.7,0.05,13.7,81.4,60.08,947.0
7213,0,0,0,1,0,65.1,51.9,58.4,1.27,8.8,84.5,85.4,253.0
7214,0,0,0,0,1,72.4,52.5,64.4,0.15,13.0,62.1,61.56,894.0
7215,1,0,0,0,0,58.9,42.2,46.2,1.3,18.1,60.8,84.72,728.0
7216,0,1,0,0,0,65.3,48.5,43.5,1.15,18.9,89.7,79.62,260.0
7217,0,0,1,0,0,61.3,32.0,35.6,0.0,13.1,10.0,50.34,920.0
7218,0,0,0,1,0,73.4,36.1,55.4,0.0,12.1,19.1,53.55,320.0
7219,0,0,0,0,1,64.1,40.6,35.8,0.97,14.0,86.6,82.49,818.0
7220,1,0,0,0,0,39.4,31.5,22.8,0.04,15.9,89.7,65.15,785.0
7221,0,1,0,0,0,46.1,27.6,20.2,0.0,13.2,35.8,39.09,314.0
7222,0,0,1,0,0,58.6,23.4,41.4,0.0,7.0,5.2,47.95,937.0
7223,0,0,0,1,0,68.4,31.6,49.4,0.0,11.2,1.2,49.91,291.0
7224,0,0,0,0,1,73.4,37.5,54.6,0.0,7.9,13.4,53.17,974.0
7225,1,0,0,0,0,75.2,40.1,58.0,0.0,12.5,18.0,56.83,974.0
7226,0,1,0,0,0,80.0,43.9,79.0,0.0,4.9,28.9,57.6,326.0
7227,0,0,1,0,0,75.2,50.5,62.1,0.11,12.7,58.4,64.26,870.0
7228,0,0,0,1,0,78.6,53.5,65.0,0.07,13.5,42.8,58.2,297.0
7229,0,0,0,0,1,71.2,52.8,61.3,0.28,13.5,65.0,77.18,912.0
7230,1,0,0,0,0,67.5,53.4,59.3,0.02,20.4,52.0,63.09,825.0
7231,0,1,0,0,0,74.1,41.0,42.3,0.0,20.0,1.8,46.99,264.0
7232,0,0,1,0,0,66.7,45.4,57.0,0.01,5.6,47.5,61.05,921.0
7233,0,0,0,1,0,75.6,46.8,60.1,0.13,14.2,58.6,66.72,255.0
7234,0,0,0,0,1,61.0,46.2,42.7,0.02,17.2,68.5,59.96,836.0
7235,1,0,0,0,0,62.1,31.8,44.9,0.0,9.1,35.2,56.66,903.0
7236,0,1,0,0,0,59.4,38.9,50.2,0.0,8.6,88.3,62.22,316.0
7237,0,0,1,0,0,64.0,46.1,46.2,0.0,7.6,87.2,53.36,904.0
7238,0,0,0,1,0,63.3,46.4,46.1,0.02,10.8,70.6,54.53,299.0
7239,0,0,0,0,1,72.8,38.5,55.9,0.0,14.8,31.3,56.9,910.0
7240,1,0,0,0,0,55.7,34.4,30.7,0.03,15.8,82.2,59.03,775.0
7241,0,1,0,0,0,53.6,25.8,31.1,0.0,14.3,23.2,55.61,292.0
7242,0,0,1,0,0,57.3,28.8,44.1,0.0,10.6,36.8,58.16,897.0
7243,0,0,0,1,0,57.4,44.0,43.8,0.76,8.5,57.8,80.51,280.0
7244,0,0,0,0,1,63.2,47.7,48.3,0.04,10.7,51.4,69.64,898.0
7245,1,0,0,0,0,77.3,37.8,47.7,0.0,5.3,12.9,58.33,962.0
7246,0,1,0,0,0,81.6,47.9,80.6,0.0,9.1,23.5,58.97,333.0
7247,0,0,1,0,0,81.2,58.7,81.4,0.0,14.6,73.3,65.66,929.0
7248,0,0,0,1,0,77.7,58.8,68.6,0.03,18.1,83.9,72.42,240.0
7249,0,0,0,0,1,72.7,51.0,63.4,0.09,17.6,40.5,55.24,880.0
7250,1,0,0,0,0,86.5,66.4,88.9,0.0,6.4,57.1,77.67,1034.0
7251,0,1,0,0,0,87.8,66.8,89.2,0.0,10.4,41.4,74.5,315.0
